experiment_name,date,description,current_dir,POP_SIZE,PROB_MUT,PX,GMAX,DAT_SIZE,all_features_fitness,all_feature_ngenes,all_feature_acc,elite_fitness,elite_ngenes,elite_acc,pob_fitness_avg,pob_accuracy_avg,pob_ngenes_avg,pob_fitness_std,pob_accuracy_std,pob_ngenes_std,pob_fitness_max,pob_accuracy_max,pob_ngenes_max,experiment_group,group
leukemia_base_0011_12,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.997,38,1.0,0.997,1.0,38.0,0.0,0.0,0.0,0.997,1.0,38,leukemia_base_0011,aumentados
leukemia_base_0011_13,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.981,42,0.969,0.981,0.969,42.0,0.0,0.0,0.0,0.981,0.969,42,leukemia_base_0011,aumentados
leukemia_base_0011_14,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.991,23,0.984,0.991,0.984,23.0,0.0,0.0,0.0,0.991,0.984,23,leukemia_base_0011,aumentados
leukemia_base_0011_15,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.99,29,0.984,0.99,0.984,29.0,0.0,0.0,0.0,0.99,0.984,29,leukemia_base_0011,aumentados
leukemia_base_0011_16,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,26,1.0,0.998,1.0,26.0,0.0,0.0,0.0,0.998,1.0,26,leukemia_base_0011,aumentados
leukemia_base_0011_17,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.99,31,0.984,0.99,0.984,31.0,0.0,0.0,0.0,0.99,0.984,31,leukemia_base_0011,aumentados
leukemia_base_0011_18,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.991,23,0.984,0.991,0.984,23.0,0.0,0.0,0.0,0.991,0.984,23,leukemia_base_0011,aumentados
leukemia_base_0011_19,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.991,24,0.984,0.991,0.984,24.0,0.0,0.0,0.0,0.991,0.984,24,leukemia_base_0011,aumentados
leukemia_base_0011_20,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.997,41,1.0,0.997,1.0,41.0,0.0,0.0,0.0,0.997,1.0,41,leukemia_base_0011,aumentados
leukemia_base_0011_21,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,23,1.0,0.995,0.993,23.0,0.004,0.008,0.0,0.998,1.0,23,leukemia_base_0011,aumentados
leukemia_base_0011_22,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.982,38,0.969,0.982,0.969,38.0,0.0,0.0,0.0,0.982,0.969,38,leukemia_base_0011,aumentados
leukemia_base_0011_23,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.991,24,0.984,0.991,0.984,24.0,0.0,0.0,0.0,0.991,0.984,24,leukemia_base_0011,aumentados
leukemia_base_0011_24,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.982,38,0.969,0.982,0.969,38.0,0.0,0.0,0.0,0.982,0.969,38,leukemia_base_0011,aumentados
leukemia_base_0011_25,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,33,1.0,0.998,1.0,33.0,0.0,0.0,0.0,0.998,1.0,33,leukemia_base_0011,aumentados
leukemia_base_0011_26,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,32,1.0,0.998,1.0,32.0,0.0,0.0,0.0,0.998,1.0,32,leukemia_base_0011,aumentados
leukemia_base_0011_27,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,26,1.0,0.998,1.0,26.0,0.0,0.0,0.0,0.998,1.0,26,leukemia_base_0011,aumentados
leukemia_base_0011_28,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,30,1.0,0.998,1.0,30.0,0.0,0.0,0.0,0.998,1.0,30,leukemia_base_0011,aumentados
leukemia_base_0011_29,2024-05-11,multiexperiments_with_syn100VAE_equal_objectives_tinygene,/home/sebacastillo/ealab/expga1,100,1.0,0.75,20,108,0.469,7129,0.938,0.998,32,1.0,0.998,1.0,32.0,0.0,0.0,0.0,0.998,1.0,32,leukemia_base_0011,aumentados
leukemia_base_0013_0,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,34,0.971,0.983,0.971,34.0,0.0,0.0,0.0,0.983,0.971,34,leukemia_base_0013,original
leukemia_base_0013_1,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.999,17,1.0,0.999,1.0,17.0,0.0,0.0,0.0,0.999,1.0,17,leukemia_base_0013,original
leukemia_base_0013_2,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.984,19,0.971,0.984,0.971,19.0,0.0,0.0,0.0,0.984,0.971,19,leukemia_base_0013,original
leukemia_base_0013_3,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,30,0.971,0.983,0.971,30.0,0.0,0.0,0.0,0.983,0.971,30,leukemia_base_0013,original
leukemia_base_0013_4,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.968,35,0.941,0.968,0.941,35.0,0.0,0.0,0.0,0.968,0.941,35,leukemia_base_0013,original
leukemia_base_0013_5,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,28,0.971,0.983,0.971,28.0,0.0,0.0,0.0,0.983,0.971,28,leukemia_base_0013,original
leukemia_base_0013_6,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,26,1.0,0.998,1.0,26.0,0.0,0.0,0.0,0.998,1.0,26,leukemia_base_0013,original
leukemia_base_0013_7,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,34,1.0,0.998,1.0,34.0,0.0,0.0,0.0,0.998,1.0,34,leukemia_base_0013,original
leukemia_base_0013_8,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.969,26,0.941,0.969,0.941,26.0,0.0,0.0,0.0,0.969,0.941,26,leukemia_base_0013,original
leukemia_base_0013_9,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,37,0.971,0.983,0.971,37.0,0.0,0.0,0.0,0.983,0.971,37,leukemia_base_0013,original
leukemia_base_0013_10,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,29,0.971,0.983,0.971,29.0,0.0,0.0,0.0,0.983,0.971,29,leukemia_base_0013,original
leukemia_base_0013_11,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.984,21,0.971,0.984,0.971,21.0,0.0,0.0,0.0,0.984,0.971,21,leukemia_base_0013,original
leukemia_base_0013_12,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,29,0.971,0.983,0.971,29.0,0.0,0.0,0.0,0.983,0.971,29,leukemia_base_0013,original
leukemia_base_0013_13,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,33,0.971,0.979,0.964,33.0,0.01,0.019,0.346,0.983,0.971,34,leukemia_base_0013,original
leukemia_base_0013_14,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,32,1.0,0.998,1.0,32.0,0.0,0.0,0.0,0.998,1.0,32,leukemia_base_0013,original
leukemia_base_0013_15,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,39,0.971,0.983,0.971,39.0,0.0,0.0,0.0,0.983,0.971,39,leukemia_base_0013,original
leukemia_base_0013_16,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,28,1.0,0.998,1.0,28.0,0.0,0.0,0.0,0.998,1.0,28,leukemia_base_0013,original
leukemia_base_0013_17,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,24,1.0,0.998,1.0,24.0,0.0,0.0,0.0,0.998,1.0,24,leukemia_base_0013,original
leukemia_base_0013_18,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,26,1.0,0.998,1.0,26.0,0.0,0.0,0.0,0.998,1.0,26,leukemia_base_0013,original
leukemia_base_0013_19,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,34,1.0,0.995,0.995,34.0,0.012,0.023,0.283,0.998,1.0,35,leukemia_base_0013,original
leukemia_base_0013_20,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.997,38,1.0,0.997,1.0,38.0,0.0,0.0,0.0,0.997,1.0,38,leukemia_base_0013,original
leukemia_base_0013_21,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,23,1.0,0.998,0.999,23.0,0.002,0.004,0.141,0.998,1.0,24,leukemia_base_0013,original
leukemia_base_0013_22,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,30,1.0,0.998,1.0,30.0,0.0,0.0,0.0,0.998,1.0,30,leukemia_base_0013,original
leukemia_base_0013_23,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.982,40,0.971,0.982,0.971,40.0,0.0,0.0,0.0,0.982,0.971,40,leukemia_base_0013,original
leukemia_base_0013_24,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,27,0.971,0.983,0.969,27.0,0.003,0.006,0.2,0.983,0.971,28,leukemia_base_0013,original
leukemia_base_0013_25,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,27,1.0,0.998,1.0,27.0,0.0,0.0,0.0,0.998,1.0,27,leukemia_base_0013,original
leukemia_base_0013_26,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.997,38,1.0,0.997,1.0,38.0,0.0,0.0,0.0,0.997,1.0,38,leukemia_base_0013,original
leukemia_base_0013_27,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.998,30,1.0,0.998,1.0,30.0,0.0,0.0,0.0,0.998,1.0,30,leukemia_base_0013,original
leukemia_base_0013_28,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.983,26,0.971,0.983,0.971,26.0,0.0,0.0,0.0,0.983,0.971,26,leukemia_base_0013,original
leukemia_base_0013_29,2024-05-12,multiexperiments_tiny_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.984,24,0.971,0.984,0.971,24.0,0.0,0.0,0.0,0.984,0.971,24,leukemia_base_0013,original
leukemia_base_0012_0,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.981,57,0.971,0.981,0.971,57.0,0.0,0.0,0.0,0.981,0.971,57,leukemia_base_0012,original
leukemia_base_0012_1,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.98,74,0.971,0.98,0.971,74.0,0.0,0.0,0.0,0.98,0.971,74,leukemia_base_0012,original
leukemia_base_0012_2,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,64,1.0,0.996,1.0,64.0,0.0,0.0,0.0,0.996,1.0,64,leukemia_base_0012,original
leukemia_base_0012_3,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,61,1.0,0.996,1.0,61.0,0.0,0.0,0.0,0.996,1.0,61,leukemia_base_0012,original
leukemia_base_0012_4,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,56,1.0,0.996,1.0,56.0,0.0,0.0,0.0,0.996,1.0,56,leukemia_base_0012,original
leukemia_base_0012_5,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,64,1.0,0.996,1.0,64.0,0.0,0.0,0.0,0.996,1.0,64,leukemia_base_0012,original
leukemia_base_0012_6,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.98,82,0.971,0.98,0.971,82.0,0.0,0.0,0.0,0.98,0.971,82,leukemia_base_0012,original
leukemia_base_0012_7,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.994,82,1.0,0.994,1.0,82.0,0.0,0.0,0.0,0.994,1.0,82,leukemia_base_0012,original
leukemia_base_0012_8,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,64,1.0,0.996,1.0,64.0,0.0,0.0,0.0,0.996,1.0,64,leukemia_base_0012,original
leukemia_base_0012_9,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,67,1.0,0.995,1.0,67.0,0.0,0.0,0.0,0.995,1.0,67,leukemia_base_0012,original
leukemia_base_0012_10,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.98,70,0.971,0.98,0.971,70.0,0.0,0.0,0.0,0.98,0.971,70,leukemia_base_0012,original
leukemia_base_0012_11,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,76,1.0,0.995,1.0,76.0,0.0,0.0,0.0,0.995,1.0,76,leukemia_base_0012,original
leukemia_base_0012_12,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.994,80,1.0,0.994,1.0,80.0,0.0,0.0,0.0,0.994,1.0,80,leukemia_base_0012,original
leukemia_base_0012_13,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,74,1.0,0.995,1.0,74.0,0.0,0.0,0.0,0.995,1.0,74,leukemia_base_0012,original
leukemia_base_0012_14,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.981,58,0.971,0.981,0.971,58.0,0.0,0.0,0.0,0.981,0.971,58,leukemia_base_0012,original
leukemia_base_0012_15,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.981,58,0.971,0.981,0.971,58.0,0.0,0.0,0.0,0.981,0.971,58,leukemia_base_0012,original
leukemia_base_0012_16,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,56,1.0,0.996,1.0,56.2,0.0,0.0,0.6,0.996,1.0,58,leukemia_base_0012,original
leukemia_base_0012_17,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,63,1.0,0.996,1.0,63.0,0.0,0.0,0.0,0.996,1.0,63,leukemia_base_0012,original
leukemia_base_0012_18,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,64,1.0,0.988,0.985,67.59,0.019,0.039,2.623,0.996,1.0,79,leukemia_base_0012,original
leukemia_base_0012_19,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,67,1.0,0.995,1.0,67.0,0.0,0.0,0.0,0.995,1.0,67,leukemia_base_0012,original
leukemia_base_0012_20,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,61,1.0,0.996,1.0,61.0,0.0,0.0,0.0,0.996,1.0,61,leukemia_base_0012,original
leukemia_base_0012_21,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,61,1.0,0.996,1.0,61.0,0.0,0.0,0.0,0.996,1.0,61,leukemia_base_0012,original
leukemia_base_0012_22,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.981,64,0.971,0.981,0.971,64.0,0.0,0.0,0.0,0.981,0.971,64,leukemia_base_0012,original
leukemia_base_0012_23,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.997,43,1.0,0.997,1.0,43.0,0.0,0.0,0.0,0.997,1.0,43,leukemia_base_0012,original
leukemia_base_0012_24,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,72,1.0,0.995,1.0,72.0,0.0,0.0,0.0,0.995,1.0,72,leukemia_base_0012,original
leukemia_base_0012_25,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,63,1.0,0.996,1.0,63.0,0.0,0.0,0.0,0.996,1.0,63,leukemia_base_0012,original
leukemia_base_0012_26,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,71,1.0,0.995,1.0,71.0,0.0,0.0,0.0,0.995,1.0,71,leukemia_base_0012,original
leukemia_base_0012_27,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,57,1.0,0.996,1.0,57.0,0.0,0.0,0.0,0.996,1.0,57,leukemia_base_0012,original
leukemia_base_0012_28,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.995,65,1.0,0.995,1.0,65.0,0.0,0.0,0.0,0.995,1.0,65,leukemia_base_0012,original
leukemia_base_0012_29,2024-05-12,multiexperiments_small_gene,/root/ealab/expga1,100,1.0,0.75,20,38,0.456,7129,0.912,0.996,51,1.0,0.996,1.0,51.0,0.0,0.0,0.0,0.996,1.0,51,leukemia_base_0012,original
gisette_base_0005_0,2024-04-27,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.938,425,0.961,0.938,0.961,425.0,0.0,0.0,0.0,0.938,0.961,425,gisette_base_0005,aumentados
gisette_base_0005_1,2024-04-28,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.938,403,0.957,0.938,0.957,403.0,0.0,0.0,0.0,0.938,0.957,403,gisette_base_0005,aumentados
gisette_base_0005_2,2024-04-28,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.939,436,0.965,0.939,0.965,436.0,0.0,0.0,0.0,0.939,0.965,436,gisette_base_0005,aumentados
gisette_base_0005_3,2024-04-28,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.936,467,0.965,0.936,0.965,467.0,0.0,0.0,0.0,0.936,0.965,467,gisette_base_0005,aumentados
gisette_base_0005_4,2024-04-28,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.937,396,0.954,0.937,0.954,396.0,0.0,0.0,0.0,0.937,0.954,396,gisette_base_0005,aumentados
gisette_base_0005_5,2024-04-29,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.937,421,0.959,0.937,0.959,421.0,0.0,0.0,0.0,0.937,0.959,421,gisette_base_0005,aumentados
gisette_base_0005_6,2024-04-29,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.939,422,0.963,0.939,0.963,422.0,0.0,0.0,0.0,0.939,0.963,422,gisette_base_0005,aumentados
gisette_base_0005_7,2024-04-29,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.938,422,0.96,0.938,0.96,422.0,0.0,0.0,0.0,0.938,0.96,422,gisette_base_0005,aumentados
gisette_base_0005_8,2024-04-30,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.938,423,0.961,0.938,0.961,423.0,0.0,0.0,0.0,0.938,0.961,423,gisette_base_0005,aumentados
gisette_base_0005_9,2024-04-30,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.936,427,0.958,0.936,0.957,427.0,0.0,0.0,0.0,0.936,0.958,427,gisette_base_0005,aumentados
gisette_base_0005_10,2024-04-30,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.936,443,0.961,0.936,0.961,443.0,0.0,0.0,0.0,0.936,0.961,443,gisette_base_0005,aumentados
gisette_base_0005_11,2024-05-01,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.938,419,0.959,0.938,0.959,419.0,0.0,0.0,0.0,0.938,0.959,419,gisette_base_0005,aumentados
gisette_base_0005_12,2024-05-01,experiments_with_syn6000VAE,/root/ealab/expga1,100,1.0,0.75,30,7200,0.48,4999,0.959,0.937,411,0.957,0.937,0.957,411.0,0.0,0.0,0.0,0.937,0.957,411,gisette_base_0005,aumentados
gisette_base_0020_0,2024-05-21,experiments_with_syn1000VAE,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.936,430,0.959,0.936,0.959,430.0,0.0,0.0,0.0,0.936,0.959,430,gisette_base_0020,original
gisette_base_0020_1,2024-05-21,experiments_with_syn1000VAE,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.934,431,0.955,0.934,0.955,431.0,0.0,0.0,0.0,0.934,0.955,431,gisette_base_0020,original
gisette_base_0022_0,2024-05-22,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.935,411,0.952,0.935,0.952,411.0,0.0,0.0,0.0,0.935,0.952,411,gisette_base_0022,original
gisette_base_0022_1,2024-05-22,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.94,423,0.964,0.94,0.964,423.0,0.0,0.0,0.0,0.94,0.964,423,gisette_base_0022,original
gisette_base_0022_2,2024-05-22,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.934,449,0.958,0.934,0.958,449.0,0.0,0.0,0.0,0.934,0.958,449,gisette_base_0022,original
gisette_base_0022_3,2024-05-22,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.933,443,0.955,0.933,0.955,443.0,0.0,0.0,0.0,0.933,0.955,443,gisette_base_0022,original
gisette_base_0022_4,2024-05-22,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.937,443,0.962,0.937,0.962,443.0,0.0,0.0,0.0,0.937,0.962,443,gisette_base_0022,original
gisette_base_0022_5,2024-05-23,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.936,448,0.962,0.936,0.962,448.0,0.0,0.0,0.0,0.936,0.962,448,gisette_base_0022,original
gisette_base_0022_6,2024-05-23,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.939,428,0.963,0.939,0.963,428.0,0.0,0.0,0.0,0.939,0.963,428,gisette_base_0022,original
gisette_base_0022_7,2024-05-23,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.938,423,0.96,0.938,0.96,423.0,0.0,0.0,0.0,0.938,0.96,423,gisette_base_0022,original
gisette_base_0022_8,2024-05-23,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.934,458,0.96,0.934,0.96,458.0,0.0,0.0,0.0,0.934,0.96,458,gisette_base_0022,original
gisette_base_0022_9,2024-05-24,experiments_original,/root/ealab/expga1,100,1.0,0.75,30,3000,0.48,4999,0.96,0.935,453,0.961,0.935,0.961,453.0,0.0,0.0,0.0,0.935,0.961,453,gisette_base_0022,original
mandelon_synthetic_0014_0,2024-05-19,30experiments_with_syn2000VAE,/root/ealab/expga1,100,1.0,0.75,30,3400,0.388,500,0.777,0.879,43,0.844,0.879,0.844,43.0,0.0,0.0,0.0,0.879,0.844,43,mandelon_synthetic,aumentados
mandelon_synthetic_0014_1,2024-05-19,30experiments_with_syn2000VAE,/root/ealab/expga1,100,1.0,0.75,30,3400,0.388,500,0.777,0.875,26,0.802,0.875,0.802,26.0,0.0,0.0,0.0,0.875,0.802,26,mandelon_synthetic,aumentados
mandelon_synthetic_0014_2,2024-05-19,30experiments_with_syn2000VAE,/root/ealab/expga1,100,1.0,0.75,30,3400,0.388,500,0.777,0.877,26,0.807,0.877,0.807,26.0,0.0,0.0,0.0,0.877,0.807,26,mandelon_synthetic,aumentados
mandelon_synthetic_0014_3,2024-05-19,30experiments_with_syn2000VAE,/root/ealab/expga1,100,1.0,0.75,30,3400,0.388,500,0.777,0.878,37,0.831,0.878,0.831,37.0,0.0,0.0,0.0,0.878,0.831,37,mandelon_synthetic,aumentados
